Load_ind	Definition Year	Species Code	Species Name	Area Code	Area Description	Level Code	Level Description	Initial Quantity	Adapted Quota	Eurlex Ref	OJ Ref	Publication Date	Page Number	In regulation	Compute uptake
INIV	2019	SAL	Atlantic salmon	3BCD-F	Union waters of Subdivisions 22-31	EST	Estonia	1919	2132.922	32018R1628	L272	31-10-2018	9	Y	Y
INIV	2019	SAL	Atlantic salmon	3BCD-F	Union waters of Subdivisions 22-31	FIN	Finland	23548	26178.858	32018R1628	L272	31-10-2018	9	Y	Y
INIV	2019	SAL	Atlantic salmon	3BCD-F	Union waters of Subdivisions 22-31	LVA	Latvia	12012	12179.888	32018R1628	L272	31-10-2018	9	Y	Y
INIV	2019	SAL	Atlantic salmon	3BCD-F	Union waters of Subdivisions 22-31	LTU	Lithuania	1412	550.695	32018R1628	L272	31-10-2018	9	Y	Y
INIV	2019	SAL	Atlantic salmon	3D32.	Union waters of Subdivision 32	EST	Estonia	995	1110.228	32018R1628	L272	31-10-2018	10	Y	Y
INIV	2019	SAL	Atlantic salmon	3D32.	Union waters of Subdivision 32	TAC	Total Allowable Catches for all countries			32018R1628	L272	31-10-2018	10	Y	Y
INIV	2019	SAL	Atlantic salmon	3D32.	Union waters of Subdivision 32	FIN	Finland	8708	9712.338	32018R1628	L272	31-10-2018	10	Y	Y
INIV	2019	SAL	Atlantic salmon	3D32.	Union waters of Subdivision 32	EEC	European union	9703	10822.566	32018R1628	L272	31-10-2018	10	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_1R	Union waters of revised sandeel management area 1	SWE	Sweden	3184	10035.821	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_1R	Union waters of revised sandeel management area 1	GBR	United Kingdom	1895	2150.288	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_1R	Union waters of revised sandeel management area 1	EEC	European union	91916	107083.387	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_1R	Union waters of revised sandeel management area 1	TAC	Total Allowable Catches for all countries	91916	91916	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_1R	Union waters of revised sandeel management area 1	DNK	Denmark	86704	90950.696	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_1R	Union waters of revised sandeel management area 1	DEU	Germany	133	3946.582	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_2R	Union waters of revised sandeel management area 2	SWE	Sweden	173	188	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_2R	Union waters of revised sandeel management area 2	DEU	Germany	7	7.082	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_2R	Union waters of revised sandeel management area 2	GBR	United Kingdom	103	107.568	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_2R	Union waters of revised sandeel management area 2	EEC	European union	5000	5401.461	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_2R	Union waters of revised sandeel management area 2	TAC	Total Allowable Catches for all countries	5000	5000	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_2R	Union waters of revised sandeel management area 2	DNK	Denmark	4717	5098.811	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_3R	Union waters of revised sandeel management area 3	GBR	United Kingdom	220	236.379	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_3R	Union waters of revised sandeel management area 3	EEC	European union	10689	11605.8	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_3R	Union waters of revised sandeel management area 3	TAC	Total Allowable Catches for all countries	10689	10689	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_3R	Union waters of revised sandeel management area 3	SWE	Sweden	370	1422.298	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_3R	Union waters of revised sandeel management area 3	DNK	Denmark	10084	9905.023	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_3R	Union waters of revised sandeel management area 3	DEU	Germany	15	42.1	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_4	Union waters of sandeel management area 4	DNK	Denmark	4717	9747.897	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_4	Union waters of sandeel management area 4	SWE	Sweden	173	811.006	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_4	Union waters of sandeel management area 4	GBR	United Kingdom	103	245.4	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_4	Union waters of sandeel management area 4	EEC	European union	5000	11458.544	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_4	Union waters of sandeel management area 4	TAC	Total Allowable Catches for all countries	5000	5000	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_4	Union waters of sandeel management area 4	DEU	Germany	7	654.241	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_5R	Union waters of revised sandeel management area 5	GBR	United Kingdom	0	0	32019R0124	L29	31-01-2019	33	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_5R	Union waters of revised sandeel management area 5	DNK	Denmark	0	0	32019R0124	L29	31-01-2019	33	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_5R	Union waters of revised sandeel management area 5	DEU	Germany	0	0	32019R0124	L29	31-01-2019	33	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_5R	Union waters of revised sandeel management area 5	TAC	Total Allowable Catches for all countries	0	0	32019R0124	L29	31-01-2019	33	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_5R	Union waters of revised sandeel management area 5	SWE	Sweden	0	0	32019R0124	L29	31-01-2019	33	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_5R	Union waters of revised sandeel management area 5	EEC	European union	0	0	32019R0124	L29	31-01-2019	33	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_6	Union waters of sandeel management area 6	GBR	United Kingdom	4	4.445	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_6	Union waters of sandeel management area 6	EEC	European union	175	194.46	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_6	Union waters of sandeel management area 6	TAC	Total Allowable Catches for all countries	175	175	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_6	Union waters of sandeel management area 6	DNK	Denmark	165	183.346	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_6	Union waters of sandeel management area 6	DEU	Germany	0	0.056	32019R0124	L29	31-01-2019	33	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_6	Union waters of sandeel management area 6	SWE	Sweden	6	6.613	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_7R	Union waters of revised sandeel management area 7 (Excluding waters within six nautical miles of UK baselines at Shetland, Fair Isle and Foula.)	DNK	Denmark	0	0	32019R0124	L29	31-01-2019	33	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_7R	Union waters of revised sandeel management area 7 (Excluding waters within six nautical miles of UK baselines at Shetland, Fair Isle and Foula.)	DEU	Germany	0	0	32019R0124	L29	31-01-2019	33	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_7R	Union waters of revised sandeel management area 7 (Excluding waters within six nautical miles of UK baselines at Shetland, Fair Isle and Foula.)	SWE	Sweden	0	0	32019R0124	L29	31-01-2019	33	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_7R	Union waters of revised sandeel management area 7 (Excluding waters within six nautical miles of UK baselines at Shetland, Fair Isle and Foula.)	TAC	Total Allowable Catches for all countries	0	0	32019R0124	L29	31-01-2019	33	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_7R	Union waters of revised sandeel management area 7 (Excluding waters within six nautical miles of UK baselines at Shetland, Fair Isle and Foula.)	GBR	United Kingdom	0	0	32019R0124	L29	31-01-2019	33	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	234_7R	Union waters of revised sandeel management area 7 (Excluding waters within six nautical miles of UK baselines at Shetland, Fair Isle and Foula.)	EEC	European union	0	0	32019R0124	L29	31-01-2019	33	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	2A3A4.	"3a; Union waters of 2a and 4"	DEU	Germany	162	4666.432	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	2A3A4.	"3a; Union waters of 2a and 4"	SWE	Sweden	3906	12477.522	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	2A3A4.	"3a; Union waters of 2a and 4"	DNK	Denmark	106387	118205.626	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	2A3A4.	"3a; Union waters of 2a and 4"	GBR	United Kingdom	2325	2763.633	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	2A3A4.	"3a; Union waters of 2a and 4"	EEC	European union	112780	138113.213	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SAN	Sandeels(=Sandlances) nei	2A3A4.	"3a; Union waters of 2a and 4"	TAC	Total Allowable Catches for all countries	112780	112780	32019R0529	L88	29-03-2019	5	Y	Y
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	BEL	Belgium			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	TAC	Total Allowable Catches for all countries	17647	17647	32019R0124	L29	31-01-2019	127	Y	Y
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	BGR	Bulgaria			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	CYP	Cyprus			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	DNK	Denmark			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	DEU	Germany			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	ESP	Spain			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	EST	Estonia			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	FIN	Finland			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	FRA	France			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	GRC	Greece			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	HRV	Croatia			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	IRL	Ireland			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	ITA	Italy			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	LVA	Latvia			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	LTU	Lithuania			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	MLT	Malta			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	NLD	Netherlands			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	POL	Poland			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	PRT	Portugal			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	ROU	Romania			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	SVN	Slovenia			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	SWE	Sweden			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	GBR	United Kingdom			32019R0124	L29	31-01-2019	127	N	N
INIV	2019	SBF	Southern bluefin tuna	F41-81	All areas of distribution	EEC	European union	11	11	32019R0124	L29	31-01-2019	127	Y	Y
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	BEL	Belgium			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	TAC	Total Allowable Catches for all countries			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	BGR	Bulgaria			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	CYP	Cyprus			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	DNK	Denmark			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	DEU	Germany			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	ESP	Spain			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	EST	Estonia			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	FIN	Finland			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	FRA	France			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	GRC	Greece			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	HRV	Croatia			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	IRL	Ireland			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	ITA	Italy			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	LVA	Latvia			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	LTU	Lithuania			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	MLT	Malta			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	NLD	Netherlands			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	POL	Poland			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	PRT	Portugal			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	ROU	Romania			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	SVN	Slovenia			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	SWE	Sweden			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	GBR	United Kingdom			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBL	Bluntnose sixgill shark	XDS	NEAFC Stock - Deep Sea Fisheries	EEC	European union			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	09-	Union and international waters of 9	ESP	Spain	117	97.172	32018R2025	L325	20-12-2018	17	Y	Y
INIV	2019	SBR	Blackspot(=red) seabream	09-	Union and international waters of 9	TAC	Total Allowable Catches for all countries	149	149	32018R2025	L325	20-12-2018	17	Y	Y
INIV	2019	SBR	Blackspot(=red) seabream	09-	Union and international waters of 9	EEC	European union	149	162.12	32018R2025	L325	20-12-2018	17	Y	Y
INIV	2019	SBR	Blackspot(=red) seabream	09-	Union and international waters of 9	PRT	Portugal	32	64.948	32018R2025	L325	20-12-2018	17	Y	Y
INIV	2019	SBR	Blackspot(=red) seabream	10-	Union and international waters of 10	TAC	Total Allowable Catches for all countries	576	576	32018R2025	L325	20-12-2018	17	Y	Y
INIV	2019	SBR	Blackspot(=red) seabream	10-	Union and international waters of 10	EEC	European union	576	630.229	32018R2025	L325	20-12-2018	17	Y	Y
INIV	2019	SBR	Blackspot(=red) seabream	10-	Union and international waters of 10	GBR	United Kingdom	5	5.55	32018R2025	L325	20-12-2018	17	Y	Y
INIV	2019	SBR	Blackspot(=red) seabream	10-	Union and international waters of 10	PRT	Portugal	566	619.123	32018R2025	L325	20-12-2018	17	Y	Y
INIV	2019	SBR	Blackspot(=red) seabream	10-	Union and international waters of 10	ESP	Spain	5	5.556	32018R2025	L325	20-12-2018	17	Y	Y
INIV	2019	SBR	Blackspot(=red) seabream	678-	Union and international waters of 6, 7 and 8	ESP	Spain	94	91.278	32018R2025	L325	20-12-2018	17	Y	Y
INIV	2019	SBR	Blackspot(=red) seabream	678-	Union and international waters of 6, 7 and 8	FRA	France	5	25.714	32018R2025	L325	20-12-2018	17	Y	Y
INIV	2019	SBR	Blackspot(=red) seabream	678-	Union and international waters of 6, 7 and 8	IRL	Ireland	3	0.5	32018R2025	L325	20-12-2018	17	Y	Y
INIV	2019	SBR	Blackspot(=red) seabream	678-	Union and international waters of 6, 7 and 8	EEC	European union	117	124.692	32018R2025	L325	20-12-2018	17	Y	Y
INIV	2019	SBR	Blackspot(=red) seabream	678-	Union and international waters of 6, 7 and 8	TAC	Total Allowable Catches for all countries	117	117	32018R2025	L325	20-12-2018	17	Y	Y
INIV	2019	SBR	Blackspot(=red) seabream	678-	Union and international waters of 6, 7 and 8	GBR	United Kingdom	12	4.2	32018R2025	L325	20-12-2018	17	Y	Y
INIV	2019	SBR	Blackspot(=red) seabream	678-	Union and international waters of 6, 7 and 8	AMS	Shared quota	3	3	32018R2025	L325	20-12-2018	17	Y	Y
INIV	2019	SBR	Blackspot(=red) seabream	F34111	CECAF area 34.1.11	ESP	Spain			32018R2025	L325	20-12-2018	17	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	F34111	CECAF area 34.1.11	TAC	Total Allowable Catches for all countries			32018R2025	L325	20-12-2018	17	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	F34111	CECAF area 34.1.11	EEC	European union			32018R2025	L325	20-12-2018	17	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	F34111	CECAF area 34.1.11	PRT	Portugal			32018R2025	L325	20-12-2018	17	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	F3711	GFCM area 37.1.1	ESP	Spain			32018R2025	L325	20-12-2018	17	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	F3711	GFCM area 37.1.1	TAC	Total Allowable Catches for all countries			32018R2025	L325	20-12-2018	17	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	F3711	GFCM area 37.1.1	EEC	European union			32018R2025	L325	20-12-2018	17	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	F3711	GFCM area 37.1.1	PRT	Portugal			32018R2025	L325	20-12-2018	17	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	IRL	Ireland			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	ITA	Italy			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	LVA	Latvia			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	LTU	Lithuania			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	MLT	Malta			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	NLD	Netherlands			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	POL	Poland			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	PRT	Portugal			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	ROU	Romania			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	SVN	Slovenia			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	SWE	Sweden			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	GBR	United Kingdom			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	EEC	European union			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	TAC	Total Allowable Catches for all countries			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	BEL	Belgium			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	BGR	Bulgaria			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	CYP	Cyprus			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	DNK	Denmark			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	DEU	Germany			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	ESP	Spain			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	EST	Estonia			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	FIN	Finland			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	FRA	France			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	GRC	Greece			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SBR	Blackspot(=red) seabream	XDS	NEAFC Stock - Deep Sea Fisheries	HRV	Croatia			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SCK	Kitefin shark	XDS	NEAFC Stock - Deep Sea Fisheries	BEL	Belgium			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SCK	Kitefin shark	XDS	NEAFC Stock - Deep Sea Fisheries	BGR	Bulgaria			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SCK	Kitefin shark	XDS	NEAFC Stock - Deep Sea Fisheries	CYP	Cyprus			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SCK	Kitefin shark	XDS	NEAFC Stock - Deep Sea Fisheries	DNK	Denmark			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SCK	Kitefin shark	XDS	NEAFC Stock - Deep Sea Fisheries	DEU	Germany			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SCK	Kitefin shark	XDS	NEAFC Stock - Deep Sea Fisheries	ESP	Spain			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SCK	Kitefin shark	XDS	NEAFC Stock - Deep Sea Fisheries	EST	Estonia			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SCK	Kitefin shark	XDS	NEAFC Stock - Deep Sea Fisheries	FIN	Finland			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SCK	Kitefin shark	XDS	NEAFC Stock - Deep Sea Fisheries	FRA	France			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SCK	Kitefin shark	XDS	NEAFC Stock - Deep Sea Fisheries	GRC	Greece			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SCK	Kitefin shark	XDS	NEAFC Stock - Deep Sea Fisheries	HRV	Croatia			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SCK	Kitefin shark	XDS	NEAFC Stock - Deep Sea Fisheries	IRL	Ireland			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SCK	Kitefin shark	XDS	NEAFC Stock - Deep Sea Fisheries	ITA	Italy			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SCK	Kitefin shark	XDS	NEAFC Stock - Deep Sea Fisheries	LVA	Latvia			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SCK	Kitefin shark	XDS	NEAFC Stock - Deep Sea Fisheries	LTU	Lithuania			32010R1236	L347	21-12-2010	31	Y	N
INIV	2019	SCK	Kitefin shark	XDS	NEAFC Stock - Deep Sea Fisheries	MLT	Malta			32010R1236	L347	21-12-2010	31	Y	N
